date,Open,Close,Change,majority_sentiment,average_sentiment
2025-02-28,3913.54,3915.439,0.048600537,2,0.8906441926956177
2025-02-27,3908.73,3913.537,0.122904276,2,0.9542003273963928
2025-02-26,3910.01,3908.733,-0.032736464,0,0.8127884765466055
2025-02-25,3920.37,3910.013,-0.264057046,2,0.8357415795326233
2025-02-24,3883.52,3920.365,0.948726684,2,0.8090471506118775
2025-02-21,3861.06,3883.521,0.581653291,0,0.9232120513916016
2025-02-20,3826.77,3861.063,0.896028874,2,0.8174703121185303
2025-02-19,3820.56,3826.774,0.162777398,2,0.8393096923828125
2025-02-13,3804.63,3795.634,-0.236501191,2,0.8680005073547363
2025-02-12,3775.04,3804.632,0.783885734,2,0.716494083404541
2025-02-05,3785.95,3806.196,0.534872922,2,0.9508094787597656
2025-02-04,3779.82,3785.946,0.162203706,2,0.7546954229474068
2025-01-31,3729.51,3759.187,0.79573456,0,0.8160510063171387
2025-01-29,3740.03,3729.029,-0.294142026,2,0.792905350526174
2025-01-28,3728.58,3740.03,0.307195026,2,0.7929632663726807
2025-01-27,3735.0,3728.576,-0.172048101,0,0.722502127289772
2025-01-24,3708.9,3735.002,0.703848071,2,0.6996645927429199
2025-01-23,3736.48,3708.897,-0.738075325,2,0.7534772157669067
2025-01-22,3748.62,3736.475,-0.324039074,2,0.7203983962535858
2025-01-17,3725.13,3763.456,1.028768637,2,0.8386443555355072
2025-01-16,3715.69,3725.133,0.25411155,2,0.7335787415504456
2025-01-14,3731.55,3732.064,0.01369403,2,0.8346296946207682
2025-01-13,3736.89,3731.553,-0.142712408,0,0.9080093502998352
2025-01-10,3761.78,3736.886,-0.661681966,0,0.8405011892318726
2025-01-09,3765.06,3761.777,-0.087090338,2,0.7660101652145386
2025-01-08,3754.62,3765.056,0.278084437,2,0.8695099592208863
2025-01-07,3707.01,3754.615,1.284079316,2,0.945452094078064
2025-01-06,3757.95,3707.014,-1.355446093,0,0.6884423494338989
2024-12-23,3748.97,3767.15,0.485040408,2,0.8275298625230789
2024-12-19,3781.55,3708.531,-1.930953728,2,0.8156761725743612
2024-12-17,3765.16,3774.897,0.258527984,1,0.8519933223724365
2024-12-16,3748.27,3765.163,0.450768315,2,0.8938916325569153
2024-12-12,3744.45,3748.267,0.101910801,0,0.7090217173099518
2024-12-11,3749.3,3744.451,-0.12941072,2,0.6960166096687317
2024-12-10,3735.61,3749.303,0.366633856,2,0.8963144421577454
2024-12-03,3780.73,3788.521,0.20604481,0,0.8325098951657613
2024-11-29,3762.48,3789.175,0.7096125,2,0.8759527802467346
2024-11-28,3785.77,3762.476,-0.615304152,2,0.7293954789638519
2024-11-27,3780.54,3785.77,0.138313538,0,0.6694850325584412
2024-11-26,3781.83,3780.541,-0.033978295,0,0.8634859025478363
2024-11-21,3789.2,3786.715,-0.065581125,0,0.7478485107421875
2024-11-20,3794.86,3789.2,-0.1491228,2,0.7744985733713422
2024-11-19,3794.21,3794.859,0.01713137,2,0.739802211523056
2024-11-18,3808.49,3794.209,-0.37497801,2,0.8251459995905558
2024-11-15,3797.67,3808.49,0.284911538,0,0.609470784664154
2024-11-12,3826.27,3826.723,0.011760792,2,0.8877571026484171
2024-11-07,3852.66,3851.052,-0.041711452,0,0.6883753538131714
2024-11-06,3860.64,3852.659,-0.20677908,2,0.835047847032547
2024-10-31,3827.14,3845.538,0.48072451,0,0.7769705653190613
2024-10-25,3828.07,3825.353,-0.070871296,2,0.9075408577919006
2024-10-24,3825.05,3828.066,0.078822478,2,0.9245970845222472
2024-10-23,3812.44,3825.051,0.330785534,2,0.8116097331047059
2024-10-21,3778.1,3770.871,-0.191286727,2,0.8359081745147705
2024-10-18,3799.23,3778.098,-0.556191796,0,0.6958555181821188
2024-10-17,3796.47,3799.229,0.072620054,0,0.9050476849079132
2024-10-16,3815.8,3796.472,-0.506473351,2,0.8918278515338898
2024-10-15,3780.75,3815.798,0.927065226,2,0.7779010534286499
2024-10-10,3772.07,3780.822,0.231914856,2,0.8718924522399902
2024-10-08,3777.02,3766.106,-0.28903716,2,0.8671983281771342
2024-10-03,3776.67,3766.62,-0.266107444,0,0.5612791776657104
2024-10-02,3768.47,3776.67,0.217568345,0,0.6266326904296875
2024-10-01,3790.43,3768.471,-0.579222494,2,0.8243693828582763
2024-09-27,3765.17,3770.204,0.133699142,2,0.7244740724563599
2024-09-26,3762.9,3765.17,0.060325813,2,0.8476622956139701
2024-09-25,3789.84,3762.9,-0.71087415,0,0.7152275045712789
2024-09-23,3787.4,3799.812,0.327824183,2,0.9058517813682556
2024-09-20,3795.29,3787.396,-0.207968352,2,0.8106692433357239
2024-09-19,3795.78,3795.289,-0.012803709,2,0.9467015862464904
2024-09-17,3796.31,3793.054,-0.08587277,2,0.9416340589523317
2024-09-16,3795.36,3796.314,0.02516231,0,0.9276061356067656
2024-09-12,3739.3,3796.151,1.520310475,2,0.859385073184967
2024-09-11,3789.85,3739.302,-1.333799139,2,0.8338138461112976
2024-09-09,3785.38,3799.561,0.374519468,2,0.7974421977996826
2024-09-06,3768.97,3785.384,0.435610191,2,0.5084906220436096
2024-09-05,3760.75,3768.966,0.218573655,0,0.7986027896404266
2024-09-03,3862.54,3850.654,-0.307699159,2,0.8548027575016022
2024-08-30,3818.16,3835.631,0.457655356,0,0.662156730890274
2024-08-29,3860.73,3818.157,-1.102718916,0,0.9237307906150818
2024-08-28,3877.69,3860.73,-0.437245418,1,0.8697102069854736
2024-08-26,3862.63,3859.02,-0.093407908,2,0.8117011785507202
2024-08-22,3858.61,3835.48,-0.599335615,2,0.7492195963859558
2024-08-21,3876.76,3858.606,-0.46838033,0,0.684239000082016
2024-08-20,3867.31,3876.764,0.244355643,0,0.7755519032478333
2024-08-09,3829.51,3848.317,0.491002253,2,0.7597856521606445
2024-08-06,3815.18,3809.298,-0.15414742,0,0.7331897020339966
2024-08-05,3837.36,3815.179,-0.578001693,2,0.8362202048301697
2024-08-01,3767.33,3808.009,1.079702803,2,0.8129149675369263
2024-07-31,3763.84,3767.333,0.092777564,0,0.9217211604118348
2024-07-26,3722.53,3722.46,-0.001907304,2,0.9257217049598694
2024-07-25,3707.76,3722.531,0.398353616,2,0.8786885738372803
2024-07-24,3720.09,3707.761,-0.331389921,0,0.8887094557285309
2024-07-19,3700.69,3688.311,-0.334585982,2,0.7337329983711243
2024-07-18,3694.2,3700.693,0.175843356,2,0.7807972729206085
2024-07-17,3693.05,3694.197,0.030949994,2,0.6064392030239105
2024-07-16,3683.69,3693.054,0.254201629,2,0.9119760990142822
2024-07-12,3715.43,3706.116,-0.250791698,2,0.7728551924228668
2024-07-11,3704.38,3715.434,0.298322285,0,0.8842087984085083
2024-07-10,3700.27,3704.383,0.111072886,2,0.8233648339907328
2024-07-09,3706.38,3700.273,-0.164823809,0,0.6617772579193115
2024-07-08,3727.42,3706.382,-0.564465199,0,0.8028439283370972
2024-07-02,3751.44,3740.369,-0.295219654,0,0.7090617616971334
2024-06-27,3724.71,3717.904,-0.182591641,2,0.6508437693119049
2024-06-26,3717.4,3724.705,0.196643079,2,0.8435437281926473
2024-06-25,3722.41,3717.395,-0.134617234,2,0.9057708233594894
2024-06-24,3734.95,3722.406,-0.335907931,0,0.8629561364650726
2024-06-21,3745.06,3734.952,-0.269822328,2,0.7877787947654724
2024-06-20,3728.15,3745.057,0.453414868,0,0.8743488788604736
2024-06-17,3707.33,3742.015,0.935578975,2,0.9089909791946412
2024-06-14,3718.66,3707.33,-0.304572405,0,0.8627513945102692
2024-06-13,3727.14,3718.656,-0.227681156,1,0.8150676041841507
2024-06-12,3713.17,3727.142,0.37639039,0,0.5001638531684875
2024-06-11,3716.89,3713.166,-0.100218166,2,0.742270827293396
2024-06-10,3702.53,3716.891,0.387788576,2,0.707673579454422
2024-06-06,3701.03,3702.533,0.040691408,0,0.76075679063797
2024-06-05,3709.0,3701.027,-0.214990506,0,0.8760060667991638
2024-06-04,3705.98,3709.001,0.081462889,2,0.7751337885856628
2024-06-03,3712.3,3705.982,-0.170137203,2,0.9335970878601074
2024-05-31,3694.59,3712.298,0.479186617,0,0.7113829851150513
2024-05-30,3695.51,3694.594,-0.02465157,2,0.9179411828517914
2024-05-29,3692.9,3695.505,0.070432375,2,0.8875880837440491
2024-05-28,3698.78,3692.904,-0.158728228,0,0.7870182394981384
2024-05-24,3719.4,3693.886,-0.685944154,2,0.8157927513122558
2024-05-22,3757.33,3752.076,-0.139833339,2,0.5858075320720673
2024-05-21,3738.14,3757.33,0.51335691,2,0.7674936354160309
2024-05-20,3758.75,3738.14,-0.548373503,2,0.8088731567064921
2024-05-16,3745.67,3743.685,-0.052967841,0,0.747036337852478
2024-05-14,3765.25,3755.105,-0.269490595,2,0.9387612342834472
2024-05-13,3799.52,3765.252,-0.901981643,2,0.5391591787338257
2024-05-10,3744.17,3799.523,1.478297077,2,0.7709307074546814
2024-05-09,3724.81,3744.173,0.519973529,0,0.8412855466206869
2024-05-07,3785.35,3794.726,0.247665276,2,0.883362332979838
2024-05-03,3778.15,3796.346,0.481611371,2,0.7082951664924622
2024-05-02,3766.58,3778.15,0.307228471,2,0.7082529266675314
2024-04-30,3742.95,3766.578,0.631266782,2,0.955994188785553
2024-04-29,3783.89,3742.95,-1.081850775,0,0.8520727753639221
2024-04-26,3788.31,3783.886,-0.116780306,0,0.6583250164985657
2024-04-25,3770.86,3788.31,0.462812442,2,0.9226739406585692
2024-04-24,3769.55,3770.858,0.034805252,0,0.7259882390499115
2024-04-23,3732.49,3769.546,0.992903925,2,0.73257843653361
2024-04-22,3736.18,3732.486,-0.098764084,2,0.6796061992645264
2024-04-16,3735.78,3735.115,-0.017800834,2,0.8246789425611496
2024-04-12,3746.04,3744.055,-0.05298929,2,0.9202094078063964
2024-04-11,3771.08,3746.04,-0.663974422,0,0.83016037940979
2024-04-10,3745.23,3771.079,0.690103927,0,0.72530198097229
2024-04-05,3770.87,3739.982,-0.818989807,2,0.7025063335895538
2024-04-04,3782.03,3770.865,-0.295238193,0,0.9104498624801636
2024-04-02,3785.57,3774.879,-0.28228283,2,0.92233407497406
2024-03-28,3781.04,3785.565,0.119702547,2,0.9552114009857178
2024-03-27,3782.44,3781.039,-0.037013155,2,0.905665636062622
2024-03-26,3785.13,3782.439,-0.071199593,2,0.6984094977378845
2024-03-22,3752.42,3753.025,0.016122929,0,0.8720079660415649
2024-03-21,3783.81,3752.42,-0.829639528,2,0.8316663035324642
2024-03-20,3780.36,3783.812,0.091287578,2,0.9174753427505492
2024-03-18,3787.62,3780.361,-0.191729747,0,0.8681228756904602
2024-03-15,3789.72,3787.623,-0.055386648,0,0.7182361086209615
2024-03-14,3765.16,3789.722,0.65229597,0,0.7022225856781006
2024-03-13,3806.32,3765.162,-1.081228915,2,0.8971761465072632
2024-03-12,3833.7,3806.317,-0.714270809,0,0.8479620814323425
2024-03-11,3819.8,3833.7,0.363788299,2,0.8741145531336466
2024-03-08,3822.37,3819.804,-0.067104981,2,0.6651561856269836
2024-03-07,3825.54,3822.369,-0.082916377,0,0.8568857709566752
2024-03-06,3865.66,3825.541,-1.037881739,2,0.726178377866745
2024-03-05,3863.08,3865.662,0.066889667,2,0.7767843455076218
2024-03-01,3816.94,3847.546,0.801820096,2,0.8345009982585907
2024-02-29,3798.35,3816.941,0.489528734,0,0.5974324941635132
2024-02-28,3773.91,3798.347,0.647578054,2,0.8776796460151672
2024-02-27,3774.1,3773.908,-0.005034315,0,0.69015833735466
2024-02-26,3780.1,3774.098,-0.158726044,0,0.7148716449737549
2024-02-15,3765.52,3787.505,0.583957152,0,0.8899458050727844
2024-02-12,3751.58,3767.615,0.427366375,2,0.8528238534927368
2024-02-09,3744.46,3751.582,0.190254504,0,0.7311060190200805
2024-02-07,3743.72,3737.518,-0.165610764,0,0.7664535045623779
2024-02-06,3762.21,3743.718,-0.491413814,2,0.7773060202598572
2024-02-02,3771.3,3774.601,0.087476421,2,0.7632839381694794
2024-02-01,3770.14,3771.302,0.030927266,1,0.6205391387144724
2024-01-30,3768.44,3755.635,-0.339689993,2,0.7972708940505981
2024-01-26,3739.07,3756.129,0.456290177,2,0.9018643299738566
2024-01-25,3768.72,3739.068,-0.786739682,0,0.7788820962111155
2024-01-24,3775.76,3768.718,-0.186399757,2,0.907305908203125
2024-01-23,3762.07,3775.756,0.363869118,0,0.7607648611068726
2024-01-22,3794.5,3762.067,-0.854763248,0,0.6746839284896851
2024-01-19,3801.36,3794.501,-0.180540459,2,0.8102892339229584
2024-01-18,3787.8,3801.364,0.358044058,0,0.904081642627716
2024-01-12,3855.04,3836.519,-0.480487632,1,0.5328720808029175
2024-01-11,3813.3,3855.042,1.094774991,2,0.7432595491409302
2024-01-10,3833.01,3813.295,-0.514425597,0,0.6914324164390564
2024-01-09,3846.38,3833.013,-0.347392025,2,0.7768423557281494
2024-01-08,3889.53,3846.375,-1.109593362,0,0.6782467812299728
2023-12-29,3860.42,3959.387,2.563579837,2,0.7510327696800232
2023-12-22,3827.03,3788.109,-1.01687342,0,0.843151330947876
2023-12-21,3696.57,3827.025,3.529054359,0,0.809974879026413
2023-12-19,3674.14,3699.0,0.676703128,0,0.7411008179187775
2023-12-14,3665.32,3672.568,0.197663344,2,0.8665252327919006
2023-12-12,3647.67,3665.323,0.48406296,2,0.8948021531105042
2023-12-11,3672.12,3647.666,-0.665909792,2,0.9175314605236052
2023-12-07,3677.75,3672.119,-0.153191364,0,0.7352803647518158
2023-12-06,3670.8,3677.753,0.189495633,2,0.7694819172223409
2023-12-05,3681.97,3670.797,-0.303478762,2,0.7509514689445496
2023-11-30,3664.94,3718.472,1.460596102,2,0.9452832341194152
2023-11-29,3652.68,3664.942,0.335836065,2,0.6624222099781036
2023-11-28,3629.55,3652.675,0.637242234,2,0.948487102985382
2023-11-27,3614.89,3629.546,0.405517517,0,0.6874319314956665
2023-11-23,3559.6,3580.18,0.57821136,2,0.8397622406482697
2023-11-10,3615.6,3617.281,0.046382292,0,0.7110375314950943
2023-11-09,3617.48,3615.604,-0.051831676,2,0.7520562509695689
2023-11-08,3609.17,3617.479,0.230219136,2,0.8245323499043783
2023-11-02,3604.58,3610.662,0.168757572,2,0.7841495156288147
2023-11-01,3618.17,3604.579,-0.375549277,2,0.788149043917656
2023-10-31,3597.93,3618.167,0.562490255,2,0.725175216794014
2023-10-26,3590.14,3598.649,0.237010256,2,0.8366522192955017
2023-10-25,3597.93,3590.14,-0.216624318,0,0.8811050057411194
2023-10-23,3608.34,3597.934,-0.288304557,0,0.8666412234306335
2023-10-20,3598.87,3608.337,0.263082652,2,0.956848680973053
2023-10-11,3610.75,3635.52,0.686034947,2,0.7933513820171356
2023-10-10,3618.08,3610.749,-0.20262128,0,0.7507874071598053
2023-10-09,3628.0,3618.08,-0.273318934,0,0.7444706857204437
2023-10-04,3675.61,3676.577,0.026226918,2,0.7386321425437927
2023-10-03,3673.24,3675.613,0.064547884,2,0.7903325855731964
2023-09-29,3683.44,3691.846,0.228128954,2,0.8932992458343506
2023-09-27,3661.7,3702.197,1.106016935,2,0.7832871973514557
2023-09-26,3687.47,3661.698,-0.698799664,2,0.655041515827179
2023-09-20,3696.15,3692.237,-0.105866916,0,0.8306052684783936
2023-09-12,3737.79,3766.062,0.756517563,0,0.9315917491912842
2023-09-11,3722.77,3737.785,0.403220824,0,0.7505694627761841
2023-09-06,3726.86,3724.728,-0.057152701,0,0.7341843843460083
2023-09-05,3738.65,3726.858,-0.315327978,2,0.8154290914535522
2023-09-04,3750.45,3738.647,-0.314762061,0,0.9038830995559692
2023-08-31,3724.46,3742.115,0.474163334,0,0.8872933387756348
2023-08-30,3724.28,3724.455,0.004752599,0,0.8049537241458893
2023-08-29,3727.3,3724.278,-0.081023841,2,0.528543084859848
2023-08-28,3742.63,3727.298,-0.4095254,2,0.7219875852266947
2023-08-25,3750.86,3742.625,-0.219629456,2,0.8808073401451111
2023-08-24,3751.34,3750.863,-0.012715456,0,0.7457837909460068
2023-08-23,3755.81,3751.34,-0.119042199,2,0.7906079093615214
2023-08-22,3779.62,3755.811,-0.629931051,0,0.9497108459472656
2023-08-21,3798.68,3779.62,-0.501805626,2,0.9291948080062866
2023-08-11,3829.65,3833.854,0.109827326,0,0.6904773116111755
2023-08-10,3833.1,3829.648,-0.090057656,2,0.8955549597740173
2023-08-09,3840.6,3833.1,-0.195256,2,0.8362225294113159
2023-08-08,3855.69,3840.599,-0.391447242,2,0.7218585213025411
2023-08-07,3869.02,3855.692,-0.344583027,0,0.5676265358924866
2023-08-04,3853.96,3869.024,0.391000933,2,0.9271131753921508
2023-08-03,3836.83,3853.955,0.446462896,0,0.8067900935808817
2023-08-02,3829.21,3836.825,0.198866085,2,0.7602331042289734
2023-08-01,3790.64,3829.21,1.017639525,0,0.5010762810707092
2023-07-26,3763.46,3780.153,0.443688047,0,0.737220048904419
2023-07-25,3758.92,3763.455,0.12061972,2,0.8194356560707092
2023-07-21,3778.41,3791.395,0.343742747,0,0.7168578505516052
2023-07-19,3787.73,3769.215,-0.488841473,2,0.8241038918495178
2023-07-18,3776.5,3787.731,0.297524557,2,0.7368748933076859
2023-07-13,3761.01,3741.819,-0.510314777,1,0.7554858326911926
2023-07-11,3773.33,3775.388,0.054461136,0,0.7421487697533199
2023-07-07,3760.93,3771.687,0.285993016,0,0.6139308214187622
2023-07-06,3752.01,3760.931,0.237846038,2,0.7203773260116577
2023-06-27,3736.03,3739.064,0.081235986,2,0.9325113594532012
2023-06-26,3693.8,3736.029,1.143294788,2,0.950658082962036
2023-06-22,3716.98,3711.24,-0.154533891,0,0.848286360502243
2023-06-21,3732.11,3716.984,-0.405320206,0,0.7692129909992218
2023-06-19,3734.07,3712.579,-0.575431714,2,0.8718288540840149
2023-06-16,3698.29,3734.066,0.967475203,0,0.7373086810112
2023-06-15,3668.8,3698.286,0.803696031,0,0.8495931029319763
2023-06-13,3707.91,3697.076,-0.292078602,2,0.7950698932011923
2023-06-12,3734.93,3707.906,-0.723574278,0,0.8418251574039459
2023-06-02,3747.09,3763.31,0.432949649,0,0.7664579749107361
2023-06-01,3745.28,3747.087,0.04838096,2,0.7721556425094604
2023-05-31,3716.18,3745.275,0.78290051,2,0.6569585204124451
2023-05-30,3694.52,3716.181,0.586436921,0,0.8669264316558838
2023-05-29,3661.3,3694.515,0.907136314,2,0.8158448934555054
2023-05-26,3663.41,3661.302,-0.057623861,0,0.7499284545580546
2023-05-25,3639.43,3663.413,0.659059792,0,0.7589109142621359
2023-05-24,3641.96,3639.427,-0.069523023,2,0.8763193249702453
2023-05-23,3650.99,3641.959,-0.247357566,1,0.7203825116157532
2023-05-22,3672.66,3650.99,-0.589900222,0,0.8568734526634216
2023-05-17,3655.36,3677.637,0.60937877,2,0.7510989308357239
2023-05-16,3685.35,3655.362,-0.813708332,0,0.5557584762573242
2023-05-12,3674.84,3685.315,0.285073713,0,0.7692144513130188
2023-05-11,3665.04,3674.839,0.267391425,0,0.7343204816182455
2023-05-10,3669.66,3665.039,-0.125924473,2,0.9280468225479126
2023-05-09,3682.97,3669.66,-0.361447223,0,0.7215416729450226
2023-05-08,3710.35,3682.972,-0.737908624,0,0.8818225562572479
2023-05-05,3672.46,3710.351,1.031705706,2,0.7949753318514142
2023-05-04,3650.52,3672.462,0.601092612,0,0.8463258412149217
2023-05-03,3638.49,3650.519,0.330631754,2,0.7766463160514832
2023-05-02,3621.45,3638.489,0.470418917,0,0.7236542701721191
2023-04-28,3621.22,3621.453,0.006434296,0,0.7836377322673798
2023-04-27,3622.76,3621.22,-0.042619392,2,0.8848766684532166
2023-04-26,3604.36,3622.764,0.510548053,0,0.7059610486030579
2023-04-25,3601.17,3604.362,0.088554479,0,0.8985592126846313
2023-04-24,3581.45,3601.173,0.550614513,2,0.9205338060855864
2023-04-03,3539.71,3532.127,-0.214113828,2,0.5091049671173096
2023-03-30,3554.32,3539.706,-0.41113361,0,0.7856609490182664
2023-03-23,3527.01,3586.666,1.691490831,0,0.8180821537971497
2023-03-22,3578.48,3527.007,-1.438404015,2,0.6564075748125712
2023-03-21,3629.44,3578.48,-1.404073356,0,0.8863478600978851
2023-03-17,3628.82,3623.834,-0.137317478,2,0.7562754154205322
2023-03-15,3639.03,3634.93,-0.112557591,2,0.616523414850235
2023-03-14,3649.78,3639.026,-0.294757169,0,0.7507672190666199
2023-03-13,3647.27,3649.784,0.069010577,0,0.549598217010498
2023-03-10,3627.59,3647.267,0.542537103,2,0.8887808799743653
2023-03-08,3627.71,3633.339,0.155166758,0,0.6462098360061646
2023-03-07,3629.22,3627.71,-0.041496566,0,0.7974259853363037
2023-03-02,3639.03,3589.761,-1.35376921,0,0.9059905409812928
2023-02-28,3646.73,3639.044,-0.21087362,2,0.7461066246032715
2023-02-24,3592.69,3649.195,1.5727204,0,0.9456533193588256
2023-02-23,3583.06,3592.692,0.268736553,2,0.5429705381393433
2023-02-21,3573.13,3595.608,0.629027979,2,0.9377285440762838
2023-02-20,3599.92,3573.132,-0.744127647,0,0.8572750687599182
2023-02-17,3618.31,3599.92,-0.508165836,0,0.7705035209655762
2023-02-15,3624.56,3622.987,-0.043425949,0,0.7768356800079346
2023-02-14,3600.7,3624.561,0.662564876,0,0.8094171285629272
2023-02-13,3595.67,3600.704,0.140029574,0,0.7473600308100382
2023-02-09,3582.24,3595.669,0.374877172,1,0.9576817154884338
2023-02-07,3566.34,3582.567,0.454976123,2,0.6559304594993591
2023-02-03,3551.07,3565.195,0.397795706,2,0.543989896774292
2023-02-02,3550.78,3551.069,0.008279883,2,0.8896854917208353
2023-02-01,3549.82,3550.775,0.026959129,2,0.7557517886161804
2023-01-31,3571.19,3549.818,-0.598511645,2,0.9265578389167786
2023-01-26,3552.49,3547.922,-0.128473413,0,0.7801563739776611
2023-01-25,3556.05,3552.486,-0.100279748,2,0.9094374179840088
2023-01-24,3556.6,3556.052,-0.015436086,0,0.7084538141886393
2023-01-20,3556.4,3524.151,-0.906648446,0,0.6608448624610901
2023-01-18,3559.54,3554.395,-0.144569201,2,0.8278938631216685
2023-01-13,3581.59,3582.507,0.025603154,2,0.8171690702438354
2023-01-11,3607.19,3602.819,-0.121146965,0,0.764462431271871
2023-01-10,3580.56,3607.189,0.74379489,2,0.9235717356204988
2023-01-03,3554.18,3502.632,-1.45026542,1,0.908586084842682
2022-12-30,3518.58,3554.177,1.011801365,1,0.9450388550758362
2022-12-15,3507.94,3522.961,0.428343171,0,0.5270685702562332
2022-12-14,3529.16,3507.935,-0.601474231,2,0.8232375979423523
2022-12-07,3547.85,3581.306,0.942879837,2,0.8429646094640096
2022-12-06,3562.05,3547.854,-0.398618437,0,0.7127116024494171
2022-12-05,3568.07,3562.053,-0.168634584,0,0.69921875
2022-11-30,3558.96,3553.213,-0.161423653,2,0.79611736536026
